APPL,AMZN,APT,FB,GOOG,LAKE,NFLX,NNVC,TSLA,YOJ.SG
298.809998,1953.949951,16,196.440002,1389.109985,18.1,381.049988,8.49,743.619995,3.2
289.320007,1908.98999,19.190001,185.889999,1341.390015,17.76,368.769989,8.39,745.51001,3.42
302.73999,1975.829956,16,191.759995,1386.52002,16.459999,383.790009,7.93,749.5,3.4
292.920013,1924.030029,16.469999,185.169998,1319.040039,16.73,372.779999,8.08,724.539978,
289.029999,1901.089966,14.42,181.089996,1298.410034,16.459999,368.970001,11.19,703.47998,3.26
266.170013,1800.609985,11.68,169.5,1215.560059,14.34,346.48999,9.18,608,3.26
285.339996,1891.819946,9.21,178.190002,1280.390015,14.45,364.130005,7.28,645.330017,3
,1820.859985,11.41,170.240005,1215.410034,16.440001,349.920013,8.02,634.22998,3.14
248.229996,1676.609985,12.55,154.470001,1114.910034,15.74,315.25,7.6,560.549988,3.02
277.970001,1785,12.51,170.279999,1219.72998,17.1,336.299988,6.86,546.619995,2.98
242.210007,1689.150024,13.14,146.009995,1084.329956,17.66,298.839996,7.28,445.070007,2.88
252.860001,1807.839966,12.36,149.419998,,16.68,319.75,7.01,430.200012,2.68
246.669998,1830,12.13,146.960007,1096.800049,16.790001,315.470001,6.65,361.220001,2.72
244.779999,1880.930054,11.35,153.130005,1115.290039,17.43,332.029999,6.67,427.640015,2.68
229.240005,1846.089966,10.67,149.729996,1072.319946,16.52,332.829987,6.23,427.529999,2.4
224.369995,1902.829956,10.3,148.100006,1056.619995,16.65,360.269989,6.11,434.290009,2.42
246.880005,1940.099976,,160.979996,1134.459961,15.19,357.320007,5.71,505,2.44
245.520004,1885.839966,8.68,156.210007,1102.48999,14.29,342.390015,4.8,539.25,2.76
258.440002,1955.48999,9.35,163.339996,1161.75,15.43,362.98999,5.57,528.159973,2.82
247.740005,1900.099976,11.2,156.789993,1110.709961,15.56,357.119995,5.68,514.359985,2.68
254.809998,1963.949951,13.32,165.949997,1146.819946,16.16,370.959991,5.68,502.130005,2.84
254.289993,1949.719971,12.08,166.800003,1162.810059,15.5,375.5,5.74,524,
240.910004,1907.699951,17.200001,159.600006,1105.619995,17.549999,364.079987,5.59,481.559998,2.9
244.929993,1918.829956,14.63,158.190002,1120.839966,16.950001,370.079987,5.2,454.470001,2.76
241.410004,1906.589966,15.82,154.179993,1097.880005,17.48,361.76001,5.09,480.01001,2.72
262.470001,1997.589966,14.96,165.550003,1186.920044,16.700001,379.959991,5.25,516.23999,2.62
259.429993,2011.599976,12.32,168.830002,1186.51001,14.96,372.279999,5.38,545.450012,2.88
266.070007,2043,13,174.279999,1210.280029,14.95,371.119995,5.51,548.840027,2.96
267.98999,2042.76001,12.3,175.190002,1211.449951,14.39,370.720001,5.46,573,3.02
273.25,2168.870117,12.25,174.789993,1217.560059,15.98,396.720001,5.72,650.950012,3.02
287.049988,2283.320068,12.95,178.169998,1269.22998,16.5,413.549988,5.49,709.890015,3.12
284.429993,2307.679932,13.73,176.970001,1262.469971,17.200001,426.75,5.44,729.830017,3.08
286.690002,2408.189941,14.45,176.25,1263.469971,16.610001,439.170013,5.74,745.210022,3.08
282.799988,2375,13.28,179.240005,1283.25,16.120001,422.959991,5.34,753.890015,3.26
276.929993,2393.610107,13.92,178.240005,1266.609985,16.299999,437.48999,5.74,746.359985,3.32
268.369995,2328.120117,13.75,170.800003,1216.339966,16.469999,433.829987,7.67,,3.26
276.100006,2363.48999,13.14,182.279999,1263.209961,15.57,421.420013,7.05,732.109985,3.22
275.029999,2399.449951,14.5,185.130005,1276.310059,15.76,426.700012,6.38,705.630005,3.32
282.970001,2410.219971,13.96,190.070007,1279.310059,15.22,424.98999,6.45,725.150024,3.46
,2376,13.85,187.5,1275.880005,15.05,421.380005,6.2,798.75,3.54
278.579987,2314.080078,13.46,182.910004,1233.670044,14.76,403.829987,6.2,769.119995,3.44
287.730011,2372.709961,13.2,194.190002,1341.47998,14.3,,5.81,800.51001,3.46
293.799988,2474,13.08,204.710007,1348.660034,13.62,419.850006,6,781.880005,3.56
289.070007,2286.040039,12.57,202.270004,1320.609985,13.86,415.269989,5.78,701.320007,3.52
293.160004,2315.98999,13.59,205.259995,1326.800049,,428.149994,6.63,761.190002,3.62
297.559998,2317.800049,12.88,207.070007,1351.109985,13.35,424.679993,6.13,768.210022,3.66
300.630005,2351.26001,13.42,208.470001,1347.300049,13.36,434.26001,6.16,782.580017,3.88
303.73999,2367.610107,13.5,211.259995,1372.560059,13.31,436.529999,6.14,780.039978,3.72
310.130005,2379.610107,13.05,212.350006,1388.369995,13.11,435.549988,6.3,819.419983,3.74
315.01001,2409,12.88,213.179993,,13.41,440.519989,7.11,811.289978,3.72
311.410004,2356.949951,13.84,210.100006,1375.73999,13.76,431.820007,,809.409973,3.78
307.649994,2367.919922,13.1,205.100006,1349.329956,12.87,438.269989,10.54,790.960022,3.74
309.540009,2388.850098,16.35,206.809998,1356.130005,13.8,441.950012,11.56,803.330017,3.72
307.709991,2409.780029,14.97,210.880005,1373.189941,13.8,454.190002,9.63,799.169983,3.66
314.959991,2426.26001,14.18,213.190002,1383.939941,13.61,452.579987,10.14,813.630005,3.7
313.140015,2449.330078,13.83,216.880005,1373.484985,13.7,451.040009,9.65,808.01001,3.72
319.230011,2497.939941,13.86,229.970001,1406.719971,13.72,447.670013,9.09,815.559998,3.74
316.850006,2446.73999,13.57,231.389999,,13.85,436.25,7.66,827.599976,
318.890015,2436.879883,13.22,234.910004,1410.420044,13.5,429.320007,7.57,816.880005,3.76
316.730011,2421.860107,12.27,232.199997,1417.02002,13.5,414.769989,7.51,818.869995,3.88
318.109985,2410.389893,12.74,229.139999,1417.839966,14.46,419.890015,7.45,820.22998,3.8
318.25,2401.100098,12.51,225.460007,1416.72998,14.27,413.440002,7.33,805.809998,3.72
317.940002,2442.370117,12.45,225.089996,1428.920044,14.5,419.730011,7.52,835,3.72
321.850006,2471.040039,12.62,231.910004,1431.819946,14.62,425.920013,7.7,898.099976,3.78
